Date,Open,High,Low,Close,Log_Close,Log_Close_diff
2005-07-01,13.0,14.0,11.25,12.46,2.522523513359307,
2005-08-01,12.58,14.88,12.55,13.42,2.5967461315435356,0.07422261818422848
2005-09-01,13.48,14.87,12.27,13.3,2.5877640352277083,-0.00898209631582736
2005-10-01,13.2,14.47,12.4,12.99,2.5641798306825083,-0.023584204545199938
2005-11-01,13.35,13.88,12.88,13.41,2.596000697293587,0.031820866611078635
2005-12-01,13.49,14.44,13.0,13.71,2.6181254935742233,0.02212479628063635
2006-01-01,13.68,17.16,13.58,15.33,2.7298116928837226,0.1116861993094993
2006-02-01,15.5,16.97,15.4,16.12,2.7800607370784824,0.05024904419475984
2006-03-01,16.2,20.95,16.02,20.08,2.9997242948235283,0.21966355774504587
2006-04-01,20.56,20.8,18.02,19.49,2.9699015135194693,-0.02982278130405902
2006-05-01,19.8,21.8,15.8,18.03,2.8920370372152258,-0.07786447630424354
2006-06-01,18.2,18.4,13.4,15.62,2.7485521444115397,-0.14348489280368604
2006-07-01,16.0,17.2,13.82,16.16,2.7825390530929495,0.033986908681409744
2006-08-01,15.9,18.6,15.7,17.84,2.8814431271518632,0.09890407405891377
2006-09-01,18.0,18.88,16.8,18.46,2.9156062290747062,0.034163101922843
2006-10-01,18.78,24.2,18.5,22.78,3.125882958019036,0.2102767289443297
2006-11-01,22.8,28.47,21.4,25.32,3.2315945972759756,0.10571163925693972
2006-12-01,25.4,29.66,24.4,26.97,3.2947251371516386,0.06313053987566297
2007-01-01,27.4,34.16,27.0,30.16,3.4065165431397553,0.11179140598811665
2007-02-01,30.2,32.6,26.8,28.63,3.354455119110024,-0.05206142402973146
2007-03-01,29.3,31.58,23.31,28.14,3.337192051686243,-0.017263067423780587
2007-04-01,27.0,31.99,26.2,30.31,3.4114776910697118,0.07428563938346855
2007-05-01,30.66,36.14,29.11,33.51,3.511843901749219,0.10036621067950735
2007-06-01,33.89,36.38,30.4,35.98,3.582963228522387,0.07111932677316801
2007-07-01,35.98,41.04,35.02,37.93,3.6357423557008075,0.05277912717842037
2007-08-01,37.5,39.0,30.2,36.99,3.610647605844363,-0.025094749856444665
2007-09-01,37.4,41.75,35.3,41.36,3.7223142302001735,0.11166662435581065
2007-10-01,41.8,47.3,33.6,43.48,3.7723010622530087,0.04998683205283516
2007-11-01,44.4,50.98,40.02,46.18,3.8325468039263493,0.060245741673340625
2007-12-01,46.4,54.0,45.0,49.81,3.908215767085192,0.07566896315884275
2008-01-01,49.99,55.56,30.24,50.54,3.922765101960048,0.01454933487485599
2008-02-01,50.88,53.97,44.4,49.42,3.900355200560464,-0.022409901399583987
2008-03-01,48.9,48.9,24.11,33.75,3.518980417318539,-0.3813747832419252
2008-04-01,33.9,35.8,28.51,34.06,3.5281236752345424,0.009143257916003567
2008-05-01,34.3,36.88,30.03,31.13,3.4381719844535166,-0.08995169078102583
2008-06-01,31.22,32.22,22.62,22.85,3.128951117340214,-0.30922086711330277
2008-07-01,22.85,30.5,20.4,25.45,3.2367157429965316,0.10776462565631784
2008-08-01,25.0,28.98,24.62,26.83,3.2895206644375325,0.05280492144100091
2008-09-01,26.68,29.8,21.7,24.13,3.1834558796369405,-0.106064784800592
2008-10-01,24.6,25.0,11.01,13.58,2.60859812213055,-0.5748577575063907
2008-11-01,14.79,17.8,11.25,12.26,2.506341930508065,-0.10225619162248467
2008-12-01,12.4,16.56,11.13,15.03,2.710048203764883,0.203706273256818
2009-01-01,15.28,18.34,11.48,12.24,2.50470927708418,-0.20533892668070308
2009-02-01,12.19,12.5,9.9,10.26,2.3282528397426234,-0.1764564373415567
2009-03-01,10.0,11.24,8.16,9.98,2.300583090323373,-0.0276697494192506
2009-04-01,10.04,17.51,9.94,15.45,2.7376090033437546,0.43702591302038174
2009-05-01,15.94,28.84,14.76,25.12,3.223664341599998,0.48605533825624336
2009-06-01,25.6,31.08,23.0,29.68,3.39047341829918,0.16680907669918188
2009-07-01,29.7,33.16,24.83,31.93,3.4635460067266908,0.07307258842751096
2009-08-01,31.98,35.18,29.0,33.45,3.5100517865742376,0.04650577984754678
2009-09-01,33.8,41.3,32.0,40.99,3.7133281345162463,0.20327634794200877
2009-10-01,41.2,52.34,36.8,47.31,3.8567216896430567,0.1433935551268104
2009-11-01,46.58,54.98,42.84,50.57,3.9233585150918917,0.06663682544883498
2009-12-01,50.98,55.67,48.6,53.41,3.977997994351679,0.054639479259787294
2010-01-01,53.6,57.58,46.42,49.84,3.908817874479198,-0.06918011987248107
2010-02-01,49.0,51.48,44.6,47.32,3.856933039110186,-0.051884835369012006
2010-03-01,47.8,52.06,47.3,50.97,3.93123722435195,0.0743041852417643
2010-04-01,50.67,59.48,48.8,57.1,4.044804116661965,0.11356689231001438
2010-05-01,56.94,58.08,50.66,57.57,4.053001598687718,0.008197482025753544
2010-06-01,56.7,59.9,52.6,53.83,3.985830932572866,-0.06717066611485212
2010-07-01,53.55,60.94,53.02,58.99,4.077367938014984,0.09153700544211762
2010-08-01,59.4,68.88,59.01,62.22,4.130676491469491,0.05330855345450747
2010-09-01,62.8,71.74,62.51,70.3,4.252771798816619,0.12209530734712803
2010-10-01,70.9,76.0,68.21,71.86,4.274719781685373,0.021947982868753435
2010-11-01,72.2,77.6,58.0,61.21,4.114310574862978,-0.16040920682239435
2010-12-01,61.8,68.36,55.44,62.54,4.135806352029695,0.02149577716671658
2011-01-01,62.98,63.54,49.39,52.59,3.962525987601253,-0.17328036442844175
2011-02-01,53.0,57.69,46.71,51.29,3.937495801401177,-0.02503018620007591
2011-03-01,51.84,65.2,50.8,61.98,4.126811752359602,0.18931595095842502
2011-04-01,62.0,68.26,60.5,61.02,4.1112016792885235,-0.015610073071078645
2011-05-01,61.26,61.68,54.5,60.07,4.09551054886207,-0.015691130426453093
2011-06-01,60.4,63.39,54.8,62.38,4.133244711179657,0.03773416231758642
2011-07-01,63.0,68.0,61.36,62.13,4.129228964075603,-0.004015747104054057
2011-08-01,62.9,63.96,50.51,55.61,4.018363041199472,-0.11086592287613062
2011-09-01,56.0,60.08,51.2,54.5,3.9982007016691985,-0.020162339530273687
2011-10-01,53.8,64.8,48.1,62.9,4.141546163706395,0.14334546203719656
2011-11-01,62.2,63.7,52.04,54.49,3.998017198595007,-0.14352896511138802
2011-12-01,57.0,59.8,47.4,47.72,3.8653505972297153,-0.13266660136529174
2012-01-01,47.92,66.5,46.11,65.99,4.18950321539533,0.3241526181656149
2012-02-01,65.9,74.8,63.6,69.14,4.236133434493478,0.04663021909814802
2012-03-01,69.0,77.88,66.2,73.46,4.296741040391521,0.06060760589804293
2012-04-01,73.62,76.1,69.11,70.07,4.249494742382442,-0.04724629800907909
2012-05-01,70.4,70.59,58.85,66.02,4.189957726425047,-0.059537015957395134
2012-06-01,65.45,70.6,62.14,67.83,4.217004574957988,0.027046848532941148
2012-07-01,68.15,73.19,67.57,72.85,4.288402532641213,0.07139795768322532
2012-08-01,73.0,74.78,65.27,65.97,4.1892000932347795,-0.09920243940643392
2012-09-01,66.2,77.69,64.46,76.44,4.336506119372072,0.1473060261372927
2012-10-01,76.4,84.2,75.6,82.29,4.410249593617622,0.07374347424554983
2012-11-01,82.54,89.6,82.22,88.48,4.482776537774025,0.0725269441564027
2012-12-01,89.2,95.0,88.01,92.84,4.530877581406236,0.04810104363221157
2013-01-01,93.2,107.0,93.2,104.41,4.648325456302019,0.11744787489578279
2013-02-01,104.41,107.8,93.4,94.5,4.548599834499697,-0.09972562180232192
2013-03-01,94.0,100.15,83.42,85.71,4.450969504910791,-0.09763032958890605
2013-04-01,85.7,101.8,83.43,100.28,4.607966273290093,0.15699676837930188
2013-05-01,100.99,109.43,97.2,97.49,4.57974980864118,-0.028216464648912698
2013-06-01,99.0,102.94,87.15,92.2,4.523960130562548,-0.05578967807863222
2013-07-01,92.4,100.4,57.71,64.76,4.170688128809434,-0.3532720017531137
2013-08-01,66.0,67.81,43.22,48.65,3.884651808632014,-0.2860363201774203
2013-09-01,49.2,78.94,44.8,57.5,4.051784947803305,0.1671331391712907
2013-10-01,58.0,76.44,56.08,73.76,4.300816579248338,0.2490316314450336
2013-11-01,74.0,77.27,64.65,73.74,4.300545392805998,-0.0002711864423403654
2013-12-01,74.4,83.0,71.63,74.02,4.30433532695801,0.003789934152012009
2014-01-01,74.74,76.35,60.8,61.59,4.120499519698952,-0.18383580725905802
2014-02-01,61.54,62.7,58.42,60.95,4.110053855927281,-0.01044566377167122
2014-03-01,60.52,83.36,60.34,82.7,4.415219602029645,0.30516574610236447
2014-04-01,83.45,94.98,80.8,88.14,4.478926459413841,0.06370685738419546
2014-05-01,88.8,117.6,86.98,113.89,4.7352330702862595,0.2563066108724188
2014-06-01,114.8,117.57,101.62,108.38,4.685643570137968,-0.049589500148291776
2014-07-01,108.43,114.46,100.44,108.21,4.684073783583557,-0.001569786554410868
2014-08-01,107.4,118.69,103.31,114.33,4.739089003553879,0.055015219970321994
2014-09-01,114.6,126.85,107.18,111.7,4.715816706075155,-0.023272297478723836
2014-10-01,112.1,137.8,109.2,136.83,4.918739279391719,0.20292257331656405
2014-11-01,137.1,143.91,132.44,142.08,4.95639027924386,0.03765099985214082
2014-12-01,142.08,155.0,134.0,154.57,5.040647068164227,0.08425678892036714
2015-01-01,154.4,179.0,150.47,172.5,5.150397236471415,0.10975016830718776
2015-02-01,172.5,173.88,156.1,172.55,5.150687049544013,0.00028981307259812183
2015-03-01,174.8,182.0,156.8,163.31,5.095650235088652,-0.05503681445536124
2015-04-01,162.8,172.8,154.53,167.96,5.123725855815993,0.028075620727340933
2015-05-01,170.0,176.96,157.8,176.52,5.173434184401347,0.049708328585354344
2015-06-01,177.0,179.4,158.9,168.6,5.127529045567755,-0.04590513883359204
2015-07-01,169.0,175.58,156.45,165.74,5.110420295420896,-0.017108750146858753
2015-08-01,165.9,169.19,118.0,137.9,4.926528784799256,-0.1838915106216401
2015-09-01,135.61,155.5,127.0,145.92,4.983058526326021,0.05652974152676471
2015-10-01,146.96,155.94,141.73,151.82,5.022695608588622,0.0396370822626011
2015-11-01,151.73,157.96,144.03,153.3,5.0323967858777685,0.009701177289146656
2015-12-01,153.0,154.52,133.71,145.23,4.9783186926197125,-0.054078093258056015
2016-01-01,145.0,149.9,126.45,149.38,5.0064933949289205,0.028174702309208044
2016-02-01,150.4,157.85,132.74,137.67,4.924859517074852,-0.08163387785406861
2016-03-01,138.8,175.12,138.35,172.91,5.152771227916698,0.22791171084184647
2016-04-01,172.02,190.44,165.33,188.73,5.2403174222500475,0.08754619433334909
2016-05-01,189.8,209.0,181.28,206.39,5.329767582821284,0.08945016057123656
2016-06-01,206.4,223.0,201.14,221.3,5.399519247057004,0.06975166423571988
2016-07-01,221.96,247.18,221.35,243.44,5.4948705055887155,0.09535125853171156
2016-08-01,244.0,275.0,240.68,272.56,5.607858773352711,0.11298826776399551
2016-09-01,273.3,290.0,231.2,250.85,5.524855150930262,-0.0830036224224493
2016-10-01,253.41,265.5,245.8,253.52,5.535442715382666,0.010587564452404052
2016-11-01,255.0,262.72,219.1,234.28,5.456516981221582,-0.07892573416108384
2016-12-01,235.4,245.0,218.25,231.26,5.443542618700816,-0.012974362520766114
2017-01-01,231.98,284.31,226.3,279.1,5.6315701405422764,0.18802752184146065
2017-02-01,280.4,294.19,275.61,290.56,5.671810095412929,0.04023995487065246
2017-03-01,290.6,311.57,283.6,309.82,5.735991483678217,0.06418138826528796
2017-04-01,309.6,330.58,300.2,326.14,5.787326737033131,0.051335253354913846
2017-05-01,326.0,330.3,275.15,286.38,5.65731960024586,-0.13000713678727038
2017-06-01,286.66,306.34,280.21,292.37,5.678020123432761,0.020700523186900632
2017-07-01,293.04,372.0,290.78,361.96,5.891533708482933,0.2135135850501717
2017-08-01,363.0,368.52,337.37,351.15,5.861213482605029,-0.030320225877903617
2017-09-01,351.0,383.25,345.5,350.0,5.857933154483459,-0.0032803281215700864
2017-10-01,354.6,375.75,299.0,314.35,5.75050701482907,-0.10742613965438874
2017-11-01,315.5,329.8,296.0,306.8,5.726196069493101,-0.024310945335969336
2017-12-01,307.2,319.0,300.65,315.05,5.752731356388065,0.02653528689496376
2018-01-01,314.0,366.0,307.35,354.45,5.870567292301026,0.11783593591296171
2018-02-01,355.0,366.5,304.65,322.25,5.775327641819297,-0.09523965048172922
2018-03-01,320.7,325.8,285.1,304.9,5.719983853994209,-0.05534378782508842
2018-04-01,305.0,368.75,303.3,362.05,5.89178232383483,0.17179846984062142
2018-05-01,362.85,364.4,325.7,346.2,5.847016642742108,-0.04476568109272172
2018-06-01,348.0,350.1,327.35,339.6,5.827768454437193,-0.019248188304915814
2018-07-01,340.0,393.35,332.45,367.9,5.907811162110729,0.08004270767353638
2018-08-01,369.95,404.0,338.0,343.4,5.838895948463375,-0.06891521364735365
2018-09-01,347.2,350.0,166.15,183.45,5.211942150801291,-0.6269537976620843
2018-10-01,180.0,268.45,168.6,188.05,5.2367078849163455,0.02476573411505445
2018-11-01,192.0,231.4,147.0,169.65,5.13373749123024,-0.10297039368610594
2018-12-01,174.0,194.3,160.2,181.75,5.202632116413628,0.06889462518338885
2019-01-01,182.85,236.3,181.15,194.3,5.269403356383394,0.06677123996976597
2019-02-01,197.0,236.9,167.65,231.2,5.443283136798223,0.1738797804148282
2019-03-01,234.6,281.3,228.8,275.05,5.6169528993214675,0.17366976252324484
2019-04-01,277.0,285.9,165.3,168.0,5.123963979403259,-0.4929889199182087
2019-05-01,163.3,178.05,133.05,147.95,4.996874378846218,-0.12708960055704033
2019-06-01,147.95,153.8,98.75,108.7,4.688591794127164,-0.3082825847190547
2019-07-01,109.6,110.6,81.75,91.3,4.514150787600923,-0.17444100652624073
2019-08-01,89.2,92.4,53.15,59.5,4.085976312551584,-0.4281744750493388
2019-09-01,59.5,72.55,40.95,41.45,3.724487881581304,-0.3614884309702804
2019-10-01,42.0,76.65,29.05,70.45,4.254903238344689,0.5304153567633856
2019-11-01,71.0,75.35,59.95,68.3,4.223909766576744,-0.030993471767945202
2019-12-01,70.0,70.5,40.7,46.95,3.849083205654272,-0.37482656092247213
2020-01-01,46.9,48.5,36.55,39.2,3.6686767467964168,-0.18040645885785533
2020-02-01,39.1,40.7,33.6,34.55,3.542407550213679,-0.12626919658273783
2020-03-01,35.2,87.95,5.55,22.45,3.1112906141882632,-0.4311169360254157
2020-04-01,22.3,30.45,20.3,27.95,3.3304171996011083,0.21912658541284502
2020-05-01,27.8,31.6,25.2,26.85,3.2902658209548736,-0.04015137864623464
2020-06-01,27.75,31.95,25.55,25.6,3.242592351485517,-0.0476734694693568
2020-07-01,25.6,28.3,11.1,11.95,2.4807312783775197,-0.7618610731079971
2020-08-01,12.0,17.16,11.85,14.37,2.6651427000909336,0.18441142171341385
2020-09-01,14.3,15.34,12.75,13.15,2.5764217586237734,-0.08872094146716014
2020-10-01,13.3,14.01,12.11,12.42,2.519308076505333,-0.05711368211844059
2020-11-01,12.41,14.9,12.21,14.67,2.6858045921548905,0.1664965156495577
